time,x,x_from_y
0.0,0.5,0.5
0.04081632653061224,0.5099999759024401,0.5099999999999999
0.08163265306122448,0.5196078178693384,0.5196078431372548
0.12244897959183673,0.5288461263522432,0.5288461538461537
0.16326530612244897,0.5377358289228025,0.5377358490566035
0.2040816326530612,0.5462962799185939,0.5462962962962963
0.24489795918367346,0.5545454397907287,0.5545454545454545
0.2857142857142857,0.5624999875330262,0.5624999999999999
0.32653061224489793,0.570175433128152,0.5701754385964911
0.36734693877551017,0.5775861975320147,0.5775862068965516
0.4081632653061224,0.5847457439944728,0.5847457627118644
0.44897959183673464,0.5916666462080332,0.5916666666666666
0.4897959183673469,0.5983606348167426,0.5983606557377048
0.5306122448979591,0.6048386879451892,0.6048387096774193
0.5714285714285714,0.6111110891143821,0.611111111111111
0.6122448979591836,0.6171874778785503,0.6171874999999999
0.6530612244897959,0.6230769005494051,0.623076923076923
0.6938775510204082,0.6287878558476311,0.6287878787878787
0.7346938775510203,0.6343283333275886,0.6343283582089552
0.7755102040816326,0.6397058589231625,0.6397058823529411
0.8163265306122448,0.6449275179957842,0.644927536231884
0.8571428571428571,0.6499999838403174,0.6499999999999999
0.8979591836734693,0.6549295635211084,0.6549295774647886
0.9387755102040816,0.659722209528353,0.6597222222222222
0.9795918367346939,0.6643835496933965,0.6643835616438356
1.0204081632653061,0.6689189076461289,0.6689189189189189
1.0612244897959182,0.6733333226137788,0.6733333333333333
1.1020408163265305,0.6776315688520665,0.6776315789473684
1.1428571428571428,0.6818181721134053,0.6818181818181818
1.183673469387755,0.6858974267134532,0.6858974358974359
1.2244897959183672,0.6898734088570914,0.6898734177215189
1.2653061224489794,0.6937499916088743,0.69375
1.3061224489795917,0.6975308563570545,0.6975308641975309
1.346938775510204,0.7012195062055779,0.7012195121951219
1.3877551020408163,0.7048192736484531,0.7048192771084337
1.4285714285714284,0.7083333306338959,0.7083333333333333
1.4693877551020407,0.7117647042516434,0.7117647058823529
1.510204081632653,0.7151162792996599,0.7151162790697674
1.5510204081632653,0.7183908056393346,0.7183908045977011
1.5918367346938773,0.7215909106425376,0.7215909090909091
1.6326530612244896,0.7247191039323999,0.7247191011235954
1.673469387755102,0.7277777814606378,0.7277777777777776
1.7142857142857142,0.7307692346226388,0.7307692307692307
1.7551020408163265,0.7336956567983554,0.733695652173913
1.7959183673469385,0.7365591451990339,0.7365591397849461
1.8367346938775508,0.7393617075712556,0.7393617021276595
1.8775510204081631,0.7421052690211982,0.7421052631578947
1.9183673469387754,0.7447916731328272,0.7447916666666666
1.9591836734693877,0.7474226869112033,0.747422680412371
2.0,0.7500000066994746,0.75
