time,x_2,x_from_y_2,x_3,x_from_y_3,x_4,x_from_y_4,x_5,x_from_y_5
1.3591836734693878,1.5605104754791563,1.5605095541401277,0.8833210025871114,0.8833203139688706,0.6340853246813154,0.6340851255418194,0.5546902132330869,0.5546901489771009
1.396938775510204,1.6582075091118833,1.6582064297800339,0.9105518178833362,0.9105510501284468,0.6403088574380421,0.6403086398657001,0.5566906902152668,0.5566906235215228
1.4346938775510205,1.7689543250606379,1.7689530685920578,0.9404670040767025,0.9404661260758036,0.6467841507341467,0.646783913649923,0.558727769475365,0.5587276998401923
1.4724489795918367,1.8955527407290191,1.895551257253385,0.9735386925405342,0.9735376873170821,0.6535295920504657,0.6535293282676626,0.5608026761631214,0.5608026012911889
1.5102040816326532,2.0416684257618924,2.041666666666667,1.010364119452931,1.0103629710818454,0.6605655318572106,0.6605652443562213,0.5629166917881894,0.5629166111857199
1.5479591836734694,2.212191745356735,2.212189616252824,1.051711762313593,1.0517104202804162,0.6679145919912419,0.6679142881428443,0.565071160059452,0.5650710766891641
1.5857142857142859,2.413795692020663,2.413793103448274,1.0985899946287387,1.0985884360051037,0.6756020160169981,0.6756016905139801,0.5672675011595089,0.5672674130405531
1.623469387755102,2.655829766326708,2.6558265582655816,1.1523530503317836,1.1523511960911876,0.6836560438308806,0.6836556907790415,0.5695072038799915,0.5695071081219273
1.6612244897959185,2.9518112681577873,2.951807228915662,1.2148699437260553,1.2148677353760906,0.6921084090534997,0.692108020331852,0.5717918303138473,0.5717917274126579
1.6989795918367347,3.3220391486235386,3.322033898305085,1.2888071673940567,1.288804465057653,0.7009949078398959,0.7009944857095974,0.5741230258339103,0.5741229193679763
1.7367346938775512,3.7984566225098915,3.798449612403103,1.378127038999633,1.3781236541767765,0.710356141410008,0.7103556762810365,0.5765025355859958,0.5765024212656676
1.7744897959183674,4.434398928862989,4.434389140271499,1.4890290467628156,1.4890247043403106,0.7202383250057884,0.7202378295224559,0.5789321911991571,0.5789320655702628
1.8122448979591836,5.326101409939109,5.326086956521751,1.6318892454334302,1.631883414420547,0.7306944381564622,0.7306938973728777,0.5814139209257642,0.581413786870192
1.85,6.666689743178505,6.666666666666651,1.8257501994627505,1.825741858350557,0.7417854616201098,0.741784871693015,0.5839497670313313,0.5839496294503805
